,Unnamed: 0,Company_Name,Email_Address,Phone_Number,Address
1000,1000,SECURE PARKING,secure@.......co.id,021 6265868,"Komplek Mangga Dua Mas Blok A no 11-12, Jakarta Jakarta, 10730"
1001,1001,DX2 Fashion : www.dx2fashion.com,info@.......com,0815-7417-1778,"ITC Mangga Dua Lantai 5 Blok A No. 167 Jakarta Indonesia, Jakarta Jakarta, 11510"
1002,1002,PT. FPS Indonesia,info@.......com,021 42800909,"GRAHA ISKA 165, Jakarta Pusat Jakarta, 10570"
1003,1003,CITRA VALET PARKING SERVICE,,0815-1467-1467,"JL. DJUNJUNGAN, Bandung East Java, 40173"
1004,1004,Kiyokuni Indonesia,......enquiries@.......co.uk,0622 18970721,"EJIP Industrial Park, Bekasi West Java, 17550"
1005,1005,Bakti Engineering,,061 7346921,"Jl Rahmadsyah 36, Medan"
1006,1006,PT. Induro Internasional,pras.lonking@.......com,021 5902211,"Jl. Raya Pasar Kemis Cikupa Tangerang- Banten 15560 INDONESIA, Tangerang Banten, 15560"
1007,1007,ANEKA SERVICE SINDO,assass_2011444@.......co.id,,"JEMBATAN 1HARCO MAS MANGGA DUA LT.2 NO.25, Jakarta East Java, 10730"
1008,1008,Semeru Bike Center,,0623 41323236,"JL. Kaliurang No. 1, Malang East Java, 65111"
1009,1009,Indo Teknik Traktor,plastic-mold@.......com,061 7346179,"Jl. Rahmadsyah No.32, Medan North Sumatra, 20215"
1010,1010,PT. ADHI JAYA PRATAMA,pratamapt.adhijaya@.......co.id,021 44715212,"Jln. Raya Cakung Cilincing, Jakarta Utara Jakarta, 14320"
1011,1011,Global Tehnik - Gas & Diesel Generating Set,export.cs@.......net.id,0812-1808-0220,"Villa Mellia Blok A2 / 11 Gunung Sindur Bogor, Bogor, Jawa Barat"
1012,1012,Beckhoff Automation Pte. Ltd.,,021 22127044,"5 Jalan Panjang, Kota Jakarta Barat Jakarta, 11530"
1013,1013,88Office,contact@.......com,021 29631688,"Jl. Raya Casablanca Kav.88, Jakarta Jakarta, 12870"
1014,1014,CEO SUITE WISMA GKBI JAKARTA,indoktekniktraktor@.......com,021 57998000,"Wisma GKBI 39th Floor, Jakarta Jakarta, 10210"
1015,1015,Folindo Sendiri Kuningan Di Produksi Kebanyakan Untuk Part Pompa Air,info@.......com,0622 66240181,
1016,1016,"Timezone Grand Mall Solo - Arcade Games, Bowling, Kids Birthday Party Venue",cs@.......co.id,+62 271 725111,"273 Slamet Riyadi St, Kota Surakarta Jawa Tengah, 57141"
1017,1017,"Timezone Lippo Mall Kemang - Arcade Games, Kids Birthday Party Venue, Bowling",,021 29056762,"Jalan Kemang VI, Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta, 12730"
1018,1018,"Timezone Medan Fair Lt. 1 - Arcade Games, Kids Birthday Party Venue",,061 4140230,"30 Jalan Gatot Subroto, Kota Medan Sumatera Utara, 20111"
1019,1019,"Timezone Cibubur Junction - Arcade Games, Kids Birthday Party Venue, Win Prizes",,021 87756530,"1 Jalan Jambore, Kota Jakarta Timur Daerah Khusus Ibukota Jakarta, 13720"
1020,1020,PT. MEKASINDO DHARMA,mgrgkbi@.......com,021 70418704,"Head Office And Workshop : Cilandak Commercial Estate #109 Jln. Cilandak KKO Ja, Jakarta Jakarta, 12560"
1021,1021,PT DUTA BINA PERTIWI,sales@.......co.id,,"HARAPAN INDAH RAYA NO 2, Bekasi Jakarta, 17132"
1022,1022,Battery Indonesia,citravaletparkingservice@.......com,0623 15025823,"Jl Ngagel Jaya Selatan III No 7, Surabaya East Java, 60283"
1023,1023,Aisi,ptmakasindodharma@.......co.id,0622 18566181,"Wisma Indomobil 1, Jakarta Jakarta, 13330"
1024,1024,Kontes SEO,diena0002@.......com,0819-0508-8135,"Cindaga, Banyumas Central Java, 53172"
1025,1025,BENGKEL SENDJA MOTOR,,021 92033351,"Jl. Karang Tengah Raya No. 10 Lebak Bulus, Jakarta Selatan Jakarta, 12430"
1026,1026,defas adipura bersama,service_genset@.......com,0812-9171-6636,"Jalan baru pinang kunciran No 168h-i, tangerang Banten, 15144"
1027,1027,H2S Computer,central@.......co.id,0628 13529135,"Surabaya East Java, 60000"
1028,1028,autobodypartsonline,,,"Jalan H.R. Rasuna Said Kav.S-1, Kuningan, Jakarta, 12950"
1029,1029,Mastrada Surya Pt,her.culez@.......com,031 5458802,"Jl Kusuma Bangsa 15, Surabaya"
1030,1030,HOME BIKES,carbattery@.......com,0856-5858-1120,"Jl. H. akbar no. 37. Kebon Kawung, Bandung Yogyakarta, 22245"
1031,1031,HOME BIKES,store@.......com,0856-5858-1120,"Jl. H. akbar no. 37. Kebon Kawung, Bandung Jakarta, 22245"
1032,1032,Store Bikes,felbetas@.......com,0628 14555789,"Jl Dasuki Jaya 58, Jatibarang West Java, 45278"
1033,1033,SOLID BIKE,feversam2002@.......com,0853-6212-9990,"Jl Dasuki Jaya 108, Jatibarang Jawa Barat 45273, Bandung West Java, 45273"
1034,1034,Matahatikita,info@.......com,0813-4029-8968,"Jl Yusuf Hasiru I/71 Belakang Lawangirung Lingkungan I, Kec Wenang Manado North Sulawesi, 95123"
1035,1035,POWER EXPRES INDONESIA,power_sby@.......com,031 81481818,"Surabaya East Java, 60118"
1036,1036,Indoserver,......@.......or.id,0812-1243-787,
1037,1037,Legalo Virtual Office Jakarta,store@.......com,021 80674900,"LEGALO 18 Office Park, Lt.10 Unit A Jl. Jalan Tahi Bonar Simatupang No.18, Jakarta Selatan, DKI Jaka, Jakarta Jakarta, 12520"
1038,1038,Ag Bali Car Rental,,0361 7492090,
1039,1039,Lpt Tangkahan,info@.......com,0813-6142-3245,
1040,1040,Gorinjani,info@.......id,0370 692179,
1041,1041,Safari Park Lodge,dupersolpetro@.......com,0623 61721480,
1042,1042,Bukit Lawang Accommodation,,0813-7009-3597,
1043,1043,Fashionsonder - Cheap Workout Clothes,store@.......com,,"213 ave., Maharashtra, Maluku 400013"
1044,1044,Sexy Kiosk,,061 4527226,"JL. Merak Jingga No. 20, Medan North Sumatra, 20111"
1045,1045,CV.MAJU KRISINDO MANDIRI,info@.......com,021 88879817,"Gedung IS PLAZA Lt.7,Jl.Pramuka raya Kav.12.5, Jakarta Timur Jakarta, 13210"
1046,1046,PT. Gaya Makmur Tractors,storebikescs@.......com,0878-7603-2621,"JL.Lingkar Luar BArat No. 3 RawaBuaya-Cengkareng, jakarta Jakarta, 11740"
1047,1047,Karunia Motor Service Station,,031 8411884,"Jl Raya Kendangsari Industri 29, Surabaya"
1048,1048,Jaya teknik Engineering,samuel_gmt@.......com,,"Jl. Darussalam, Komplek Griya Indah No.18, Tangerang Banten, 15147"
1049,1049,servicelcdproyektor.com,servicelampuprojector@.......com,021 96180543,"mangga dua square Lt.1 Blok A No.35, Jakarta utara Jakarta, 11420"
1050,1050,SINAR GEMILANG,sales@.......co.id,021 6280917,"PERTOKOAN GLODOK HWI LANTAI DASAR BLOK D NO.30 JAKARTA-INDONESIA, JAKARTA BARAT Jakarta, 11120"
1051,1051,Lautan Makmur,info@.......com,0622 16286066,"Lindeteves Trade Center floor GF2 Blok B15 no 8, Jakarta Jakarta, 11110"
1052,1052,Doctor Accu,anthony@.......com,021 3841515,"Jl Cideng Barat 51, Jakarta Jakarta, 10250"
1053,1053,Induro,cv-majukrisindomandiri@.......com,0622 15902211,
1054,1054,"Timezone Grage Mall Cirebon - Arcade Games, Kids Birthday Party Venue, Win Prizes",,0231 222994,"Jalan Doktor Cipto Mangunkusumo, Kota Cirebon Jawa Barat, 45123"
1055,1055,Bali Furniture Living,info@.......com,0811-3801-716,
1056,1056,My Ruko,afuk@.......com,0815-8531-8908,"Gg Babakan Peundeuy No 5,, 16143"
1057,1057,CV. TAUFIK HANAFI,me@.......web.id,031 70590925,"Taman Sidorejo C-09, Sidoarjo East Java, 61262"
1058,1058,Mitra Handal Dinamika,admin@.......com,0778 5170088,"Ruko Taman Niaga Blok L No2, Batam Riau Islands, 29432"
1059,1059,Multipart Asia Perkasa,metalwork234@.......co.id,021 62320759,"Lindetevest Trade Center (LTC Glodok), DKI Jakarta, 11180"
1060,1060,Expertindo Muliasistema,jayateknikengineering@.......co.id,0622 17664829,"Jl Wijaya Kusuma No 17, Jakarta Selatan Jakarta, 12450"
1061,1061,Vacation Indonesia Tours,marketing@.......com,0813-4121-7751,"RT001 RW006 Kalukubula - Kecamatan Biromaru-Kabupaten Sigi - Provinsi,, 94364"
1062,1062,Krakatau Holiday,marketing@.......com,0622 53808242,"Jl Raya Carita Km09 Labuan, Pandeglang BANTEN, 42264"
1063,1063,Jimbaran Home Stay Bali,mitrahandal@.......com,0821-4757-2550,"JALAN BUKIT HIJAU KAV NO3,, 80361"
1064,1064,Krakatauujungkulontours,apud.carita73@.......com,0622 53801808,"Raya Carita Km 12, Carita beach Banten, 42264"
1065,1065,Openmadiun,info@.......com,0351 454804,"Jl Ki Ageng Selo no 12, Madiun East Java, 63118"
1066,1066,Park View Heights,map@.......com,0361 8057108,"Jl Dharmawangsa No 168, Nusa Dua Hills Bali, 80361"
1067,1067,UNLOGIC Online Stuff,lautan.makmur@.......com,0857-2055-1116,"Bojongsoang, Bandung West Java, 40288"
1068,1068,Gunung Selamat,,021 6394021,"Jl Sukarjo Wiryopranoto 85, Jakarta"
1069,1069,Mikro Supplies,jimbaranhomestaybali@.......com,021 46421902,"Nomor 551 / 1824/TA/XI/2010, No PEM, 01131"
1070,1070,PT. WIKA KARYA PERSADA,seloka@.......com,021 49555637,"JLN. RAYA GEBANG KM.21 No.20 PULO GEBANG JAKARTA UTARA, Cakung Cilincing Jakarta, 13950"
1071,1071,"Mitra Usaha Powerindo, PT",wikakaryapersada50@.......com,021 62305460,"Jl. Taman Sari VIII No. 14 C, Jakarta Barat Jakarta, 11111"
1072,1072,Citra Solution,,021 6129237,"Harco Mangga Dua Blok B II No 128A, Jakarta Pusat Jakarta, 10730"
1073,1073,Rutan,marketing@.......com,0812-3003-628,"JI Ikan dorang 7, Surabaya East Java, 60177"
1074,1074,Aston Shopping Arcade,service@.......com,0361 411999,"Jl. Gatot Subroto Barat 283, Denpasar Bali, 80361"
1075,1075,Kurnia Jaya Engineering,unlogicshop@.......coim,0622 18486020,
1076,1076,Pelabuhan Indonesia I Pt Persero,,061 6610220,"Jl Krakatau Ujung 100, Medan"
1077,1077,Pelabuhan Indonesia I Pt Persero,info@.......com,061 6941919,"Jl Sumatera 1 Blw, Medan"
1078,1078,Bali Rock,citra_solution@.......co.id,0623 61754466,
1079,1079,Unit Usaha Terminal Peti Kemas,parkviewheightsbali@.......com,061 6940032,"Jl Raya Pelabuhan Blw, Medan"
1080,1080,Climb-rinjani,info@.......com,0370 692179,
1081,1081,Bali Safari,info@.......com,0623 61751300,"Km 19, Gianyar, 80551"
1082,1082,Rinjani Tours And Travel,,0370 6686625,
1083,1083,Pusat Grosir Mukena Online Tanah Abang Cabang Pgc,info@.......com,0813-9939-7171,
1084,1084,Pelabuhan Indonesia Iii Pt Persero,tenantmanager@.......com,031 3293052,"Jl Tj Perak Tmr 620, Surabaya"
1085,1085,backlight production,sales.mup@.......com,0857-1980-0131,"jl. pulosirih boulevard raya bok BD 131A Grand Galaxy City Bekasi, Bekasi Jakarta, 11730"
1086,1086,butikmanis.blogspot.com,tokovinafc@.......com,0857-3126-8984,"Ikan Sumbal no. 32 Perak Barat, Surabaya East Java, 60177"
1087,1087,Pompa Electronic Print Head,firmandasaputra@.......com,0857-6520-1183,"Jl. Veteran Selatan II 205-E Mamajang Dalam, Makassar South Sulawesi, 90135"
1088,1088,Honda Bintaro,pompaelectronic@.......com,021 7457231,"Cbd 03&amp;05 Blok A2 Sektor Vii, Bintaro Banten, 15224"
1089,1089,ADI JAYA CARGO,gpp@.......com,0823-2421-0001,"Jl. kalilarangan no.5, jayengan, surakarta, Surakarta, jawa tengah 57115"
1090,1090,quanesha.com,cs_quanesha@.......com,0812-3377-9889,"Permata Jingga Blok BB 46 No 28, Malang East Java, 65143"
1091,1091,PT.WIJAYA MEGAH SARANA,ptwms.equipment@.......com,0551 216091,"Jln. Yos Sudarso Rt.29 No. 2 Kalimantan Timur 77113 Tarakan, Kalimantan Timur Tarakan Kalimantan Timur, 77113"
1092,1092,CV.WIRA MANDIRI UTAMA,info@.......co.id,,jalan andara raya no 9 pondok labu cilandak jakarta selatan 12450 jalan bidara raya no 36 jakarta utara 14440
1093,1093,Honda,info@.......net,,"Jalan Tembus Pal 6 Pramuka, Banjarmasin South Kalimantan, 70653"
1094,1094,"Istora Sports Co., Ltd",istorasports@.......com,0361 8728900,"Jl Letda Made Putra Pert Kartika Udayana 5-A, Denpasar Bali, 80112"
1095,1095,BikersPit Inc,adijayacargo@.......com,,"Bikerspit Avenue, Jakarta Jakarta, 16418"
1096,1096,MOTORKITA,sugengmotorkita@.......com,0622 17710665,"Jl . Tole Iskandar Ruko Mutiara No 5, Depok East Java, 16415"
1097,1097,Spektris,,0622 13848884,"Tanah Abang I-12 D, Jakarta Jakarta, 10160"
1098,1098,Mahacon Nusantara,,021 79181855,
1099,1099,"Timezone Mall Seraya Ciputra Pekan Baru - Arcade Games, Kids Birthday Party Venue, Win Prizes",,0761 868868,"58 Jalan Riau, Pekanbaru City Riau, 28155"
1100,1100,Sumatra Ecotravel,sales.support@.......com,0813-7089-5186,
1101,1101,Almairafashion,fredylesmana33@.......com,0361 8513161,
1102,1102,Kupukupugarden.bukitlawang,almairafashion@.......com,0821-6305-6029,
1103,1103,Expedition Jungle,info@.......com,0813-7060-7035,"Dusun 1 Bukit Lawang, Kab Langkat North Sumatra, 20774"
1104,1104,JILBAB DAN AKSESORIS SILVERWIDI,,0857-4563-0950,"JALAN TENGGER RAYA BLOK 58, SURABAYA West Java, 60185"
1105,1105,PT.TRANCE FREIGHT LOGISTICS,info@.......com,021 40989780,"JL.RAYA CILINCING NO.8D, JAKARTA UTARA Jakarta, 14320"
1106,1106,China Topper Aluminum Alloy Die Casting Company,aluminumdiecast@.......com,,"\tJL.Achmad yani, kuripan Purwodadi, Purwodadigrobogan Central Java, 58111"
1107,1107,Fineks Utama Certified Of Part 145 Of Casr Amo Approval From The Directora,james@.......com,021 57903690,"Blok X-5,, 12950"
1108,1108,Elephant Safari Park Lodge,info@.......com,0623 61721480,
1109,1109,JAXenter,admin@.......com,0811-889-986,
1110,1110,Puncak Kemenangan Abadi Jaya Pt,sales@.......com,031 5679968,"Jl Kol Abd Wahab Siamin Ruko Villa Bukit Mas Bl Rc/22, Surabaya"
1111,1111,Anugerah Tricomindo Motor,maywijay@.......co,021 30118879,"Kebon Jeruk III No.24-26, Jakarta Jakarta, 10110"
1112,1112,Skateboard,lestari@.......com,0628 16200020,
1113,1113,hot-cycles.com,store.hotcycles@.......com,061 91100197,"Jalan setia budi 115 Medan, Medan North Sumatra, 20135"
1114,1114,CV.JAYATAMA LOGAM,,,"JL. INDUSTRI DS.LEMAHDUWUR NO.59 RT/RW 04/01 KEC.ADIWERNA-KAB.TEGAL, Tegal Central Java, 52194"
1115,1115,Legian Bed & Breakfast,info@.......com,,
1116,1116,Sman 1 Pare,trance.cargo@.......com,0354 391132,"SMA Negeri 1 Pare, KEDIRI East Java, 64212"
1117,1117,Partigroup,info@.......com,0622 18300669,"Jl DR Saharjo No 96-G, Jakarta Jakarta, 12960"
1118,1118,Pita,,0857-2277-7366,
1119,1119,Japan Softlens,,0818-0790-9033,"MH Thamrin No.1, Jakarta, Indonesia 10310"
1120,1120,cv.jaya traktor perkasa,,0853-1891-7609,"jln.H.mansyur rt.05/02 no.10B cipondoh, Tangerang Jakarta, 15147"
1121,1121,Mentari Autoparts,info@.......com,021 43909082,"Jl. Enggano Raya - Ruko Enggano Megah Blok A No. 5Z, Tanjung Priok Jakarta, 14310"
1122,1122,PACIFIC BAHARI BALI (www.pacificbaharibali.com),jilbabdanaksesorissilverwidi@.......co.id,0361 9041868,"Jln.Pratama No.98 Tanjung Benoa, Nusa Dua Bali, 8000"
1123,1123,SUZUKI SUBUR MOTOR,cendana_living@.......com,0878-8288-2935,"JL. RAYA INDUSTRI TEGAL GEDE NO. 01 PASIRSARI, CIKARANG SELATAN, BEKASI West Java, 17330"
1124,1124,MANDIRI JAYA MEDIKA,budievolution@.......com,0622 17254066,"Jl. Fatmawati Raya, Jakarta Jakarta, 12150"
1125,1125,Sanal Exports,sanal@.......vsnl.net.in,,"jakarta, Jakarta Jakarta, 110006"
1126,1126,Duniahosting,rebeccazenit@.......com,021 5388439,
1127,1127,Junying Die Casting Company Limited,diecastingcompany@.......com,,"jl. sidotopo kidul no.11-15 surabaya, Surabaya East Java, 60152"
1128,1128,"Pembantu, babysitter rumah tangga",info@.......com,0821-7761-1005,"Jalan Brig Hassan Kasim Complex Grand Garden Blok J No. 10, palembang South Sumatra, 30961"
1129,1129,MULIA FORKLIFT,lia.naomi70@.......com,0878-7859-7031,"JL CABE 5 PONDOK CABE ILIR, BANTEN Banten, 15418"
1130,1130,PT JAGORAWI MOTOR,kupukupugarden.bukitlawang@.......com,0819-9533-7417,"JL RAYA KOBA, Pangkalpinang Bangka-Belitung, 33123"
1131,1131,Griya sulam pita Hafiza,ammarwijayakhan@.......com,0857-3040-0220,"Bulak Rukem Timur 1k no 1, Surabaya East Java, 60124"
1132,1132,"Junying Die Casting Co.,Ltd",info@.......sch.id,0817-0612-328,"JL.Achmad yani, kuripan Purwodadi, Purwodadigrobogan 58111, Central Java, Purwodadigrobogan Central Java, 58111"
1133,1133,AUTOLUBE; AUTOLUBRICATION,arif@.......com,021 71018911,"jl.H.Muchtar Raya No.78 A petukangan utara pesanggrahan, Jakarta selatan Jakarta, 12260"
1134,1134,Sepeda Motor Injeksi Irit Harga Terbaik Cuma Honda,jualkaligrafionline@.......com,0857-3054-7979,"Jombang, Jombang East Java, 61412"
1135,1135,Toko Online Jilbab Murah,mentari.autoparts@.......com,0815-1935-7536,
1136,1136,Rumahtaziek,cv.jayatraktorperkasa@.......com,0813-2078-6909,"Rt 03/08,, 40135"
1137,1137,Kawah Ijen,,031 71333533,"Darmo Trade Center A/K 168-169, Surabaya East Java, 60181"
1138,1138,Butik Manis,maywijay@.......co.id,0813-3181-6768,"Jl. Ikan Sumbal no. 32 Perak Barat, Surabaya East Java, 60177"
1139,1139,SPOORINDO-TOURS,diecasting@.......com,0856-4380-4242,"Brontokusuman Mg 3 / no: 345, Yogyakarta Yogyakarta, 55153"
1140,1140,Mira Adiguna Cv,info@.......com,031 7888482,"Jl Raya Taman Gg Dpu Rt 06/01, Surabaya"
1141,1141,Creator Machinery Component Manufacturer,creator@.......com,0623 61241955,"Jalan Teuku Umar, Kota Denpasa Bali, 80114"
1142,1142,Nexis Data Center,dahlia_liana17@.......com,021 52900200,"Jl Jend Gatot Soebroto Kav 32-34, Jakarta, 12960"
1143,1143,Warna Media Tech,,,"Cileduk Raya No.3, Tangerang Jakarta Raya"
1144,1144,PT. PANCA WAHYU NUGROHO,panca_inforental@.......co.id,021 4110633,"Pulo Gadung Trade Center PTC Block 8-B, Jakarta Timur Jakarta, 13920"
1145,1145,CV. Zhahir Engineering,,,"Perum. Puri Indah Blok HH-30, Sidoarjo East Java, 61211"
1146,1146,Pintu Garasi,rumahtaziek@.......com,,"Rawa Lele, Tangerang Banten, 15157"
1147,1147,Service Material Handling,liftcoservicecenter@.......com,021 5399580,"Komplek Pergudangan Multiguna Jl. Raya Serpong Km.7 Blok B/8 Tangerang 15310, Banten Indonesia, Tangerang Banten, 15310"
1148,1148, SUMBER UTAMA DIESEL - Specialist in Diesel Genset & AMF ATS Panel,,,"No. 2705 Jl. Raya Kembangan No.10 Kembangan Utara Jakarta Barat, Jakarta, 11000"
1149,1149,yudishop,pintugarasiwina@.......com,0857-9505-4827,"Baleendah, Bandung West Java, 40375"
1150,1150,Wooden Dummy E.l.i,,0628 16678567,
1151,1151,Belajar Bahasa Inggris,info@.......com,0818-0279-1811,"Jalan nakula Yogyakarta, Yogyakarta Yogyakarta, 52341"
1152,1152,Lembeh Hills,info@.......com,0438 2239295,
1153,1153,Mara River Safari Lodge,ryansabastian@.......com,0623 61950000,"Jl Bypass Prof Dr Ida Bagus Mantra Km 19, Gianyar, 80551"
1154,1154,Shinta Collection,iswah1982@.......com,024 70426826,"Jl Taman Jembawan no 16,, 50145"
1155,1155,Lombok Vacation,info@.......co.id,0819-3316-1856,
1156,1156,The Nomad Offices,reservation@.......com,021 30048000,"Level 16, Jalan P Ramlee, 50250"
1157,1157,"MIER SPORTS CO., LTD",info@.......com,0812-6514-9168,"Indooptics Jl. Gajah Mada No.28-C, Sumatera Utara Medan, Indonesia"
1158,1158,PT.KAMASA JAYA ABADI,service@.......com,021 80875794,"MIRADZ GRAHA LT3 / C2, Jakarta Timur Jakarta, 13630"
1159,1159,Wasage Divers,pt.kamasajaya@.......com,0815-2477-8841,"Jln Rusa No 4, Bau-Bau South East Sulawesi, 93716"
1160,1160,SAKKA d'Sign,sakkamoslem@.......com,0878-7875-0058,"Jl.Cempaka Wangi I No. 20, Jakarta Pusat Jakarta, 10640"
1161,1161,Krista Group,info@.......com,0878-5700-5087,"Jalan Bromo 29 Genteng Banyuwangi JawaTimur, Genteng-Banyuwangi East Java, 68465"
1162,1162,PT.ADHI PERSADA,kristagroup@.......co.id,031 7314308,"Jl.Simpang Darmo Permai Selatan No. 93 Surabaya 60216 Jawa Timur, Surabaya East Java, 60216"
1163,1163,KIKIM VARIASI MOBIL,,0822-4182-2016,"Jalan Parangtritis, Kabupaten Bantul Yogyakarta, 55188"
1164,1164,PONT CYCLES ( www.point-cycles.com ),pt.adhipersada@.......com,0853-6181-6766,"Jl Jend Gatot Subroto 30 Plaza Medan Fair Lt 1 68/70,Petisah Tengah,Medan P MEDAN, Medan North Sumatra, 20312"
1165,1165,Wiratama Mitra Abadi,sales@.......com,0851-0071-1033,"Dewi Kunti II No. 2 BSK, Bekasi West Java, 17144"
1166,1166,PT. SInar Amity Perkasa,sales@.......com,021 46249602,"Jl. Raya Pegangsaan Dua Km 1,2 No. 10-11, Kelapa Gading Jakarta 14250, Jakarta Jakarta, 14250"
1167,1167,Mami Berlian Agency,,0812-5298-1527,"Semolowaru Elok F-20 Kelurahan Semolowaru Kecamatan Sukolilo, Surabaya, Indonesia 60119"
1168,1168,Yogya Tours,pointcycles@.......com,0877-3930-9090,
1169,1169,Nucira,,021 8292122,
1170,1170,Krakatoa Tour,,0852-1644-8250,"Jl Raya Labuan Km 10, Carita Beach Banten, 42264"
1171,1171,JILBAB NURANI,padlan@.......nucira.com,0812-3375-0065,"Jln Arjuna II No.6 Triwung Lor - Probolinggo, Probolinggo East Java, 67222"
1172,1172,MennaSa.Com,jilbabkerudung1@.......com,0813-1751-0157,"Jl Satria V No 44B, Jakarta Barat Jakarta, 11460"
1173,1173,The Peacock Hospitality Valet Parking Service,mennasa_toko_online@.......com,021 32267711,"Komplek Ruko Ciputat Center, Tangerang Selatan Banten, 15411"
1174,1174,BALCON PRIMA INTERNUSA,citravaletparkingservice@.......com,0815-1467-1467,"JL. BEKASI TIMUR VI NO. 18, JATINEGARA, JAKARTA TIMUR Jakarta, 13410"
1175,1175,daging sapi lokal,ptsinaramity@.......com,021 99375369,"latiefaryawijaya@yahoo.com, Jakarta timur Jakarta, 13260"
1176,1176,CV. Winson Persada,satusatuselaras@.......co.id,0858-5290-2084,"Pandaan Pasuruan Jawa Timur, Pasuruan East Java, 67156"
1177,1177,Hot Bits Indonesia,,021 68997150,"Jl.Kebon Raya 103, Jakarta Barat Jakarta Raya, 11510"
1178,1178,Is Owned By,sales.kualalumpur@.......com,,
1179,1179,ZenNoss Security & Electrical,javacances@.......com,,"Kebon jeruk 11 no 11a, Jakarta Jakarta, 11160"
1180,1180,Winstar Security System,,0626 14142355,"Jl Wahidin No 9-B, (Simp Jalan Kalimantan) North Sumatra, 20211"
1181,1181,Lpk Cinta Keluarga,ud@.......96.lt,0815-4251-8883,"&quot;Ruko Siliwangi Square&quot; Jl. Puspowarno Tengah 1 No. 2 B, Semarang Central Java, 50143"
1182,1182,Development Division Of Cita Travel Service,cinta.keluarga123@.......com,0813-3899-4444,
1183,1183,suka,,0818-0877-5310,"Jl Pondok Baru 3 No 24 C Cijantung, Jakarta Timur Jakarta, 13770"
1184,1184,SASANTI RESTAURANT,sasantirestaurant@.......com,0274 8539300,"Jl Palagan Tentara Pelajar no 52a Jogjakarta, Jogjakarta Yogyakarta, 55581"
1185,1185,Belle Shop,belleshop25@.......com,0852-3908-0289,"Jl.Palem no.21 Kecamatan Maulafa, Kupang East Nusa Tenggara, 85000"
1186,1186,Fastfood Indonesia,,,
1187,1187,Atria Asta Megatama,service_genset@.......com,021 70074682,"Jl. Legenda Mustika Jaya (Dukuh Bima) Bekasi, Bekasi West Java, 17158"
1188,1188,Duta Putra Sumatera Pt,info@.......com,061 6618780,"Jl H Adam Malik 101, Medan"
1189,1189,PT. Vanlee Abadi Niaga,,0878-8877-4737,"18 Jalan Pendidikan, Kabupaten Bogor West Java, 16340"
1190,1190,OUR EXPRESS YOGYAKARTA,,,"Jl. Soga No. 61 Kelurahan Tahunan, Kec. Umbulharjo Yogyakarta - 55222, Yogyakarta Yogyakarta, 55223"
1191,1191,Landee Blind Flange Supplier,,0361 7950708,"Jalan Wenara Wana, Ubud Bali, 80571"
1192,1192,ABC Motor,atriaastamegatama@.......com,0542 424198,"Jalan Jendral Sudirman No. 686, Balikpapan East Kalimantan, 76114"
1193,1193,Wavepark,peter@.......com,0812-6635-551,"Jalan Perak III No 18, West Sumatra West Sumatra, 25112"
1194,1194,Park Center Pulomas,winsonpersada@.......com,,"Jl. Perintis Kemerdekaan, Jakarta Jakarta, 14120"
1195,1195,Radina Jilbab,peterson_gui@.......com,0811-174-322,"Ciganjur, Ciganjur Jakarta, 12610"
1196,1196,Willindo,email@.......com,0622 16327575,"JL Kyai Haji Mohammad Mansyur No 119A, Jakarta Barat Jakarta, 11270"
1197,1197,List Harga Sewa Alat,,0822-6727-3772,"+6282267273772 Jl. Arjuno No.78B, Sawahan, Sawahan, Kota SBY, Jawa Timur 60251 Sawahan, Kota SBY, Jawa Timur 60251, AGISTA TRI PRADANA Surabaya, East Java 60251"
1198,1198,Harga Sewa Alat Berat,mia.wijayanti@.......com,0822-9948-5044,"Jl. A. Yani Km 22 Rt. 09 - Rw. 03, Landasan Ulin, Banjarbaru East Kalimantan, 70724"
1199,1199,Agen Abon Sapi Asli,radinajilbab@.......com,0816-1870-597,
1200,1200,Biro perjalanan dan wisata,,0822-8282-0818,"Gedung The Habibie Center Lantai 3 Jl. Kemang Sel. No.98, RT.11/RW.4, Cilandak Tim., Kec. Ps. Minggu, Jakarta Selatan DKI Jakarta, Indonesia 12560"
1201,1201,TokoKerudungOnline.com,ops.ourexpress@.......com,0856-9916-869,"Melati Regency Blok C15/24, Tangerang Banten, 15318"
1202,1202,Alam Raya Bengkel,,031 3812513,"Jl Kedung Cowek 86 B, Surabaya"
1203,1203,PT. TRANS SEGARA MITRA UTAMA,transs.mitrautama@.......com,021 86616295,"Jl. I. Gusti Ngurah Rai, Jakarta Timur Jakarta, 13470"
1204,1204,jus manggis herbal,arisdemak99@.......com,0877-8265-5588,"jl.buncit raya pulo no.529, Jakarta Jakarta, 12000"
1205,1205,Special Interest Tour,wavepark.resort@.......com,0361 9622047,
1206,1206,Lombok Information,info.agista.pt@.......com,0812-3947-6651,"Jl Barakuda No 10, West Lombok, 83355"
1207,1207,Terra Cristal Tours & Travel,info@.......com,0852-9625-8181,"Jl. Iskandarmuda No.3C, Punge Jurong, Banda Aceh, Bandaaceh Nanggroe Aceh Darussalam, 23234"
1208,1208,Adyawinsa,fmaxalmina@.......com,,"Jababeka IV Block V No 81A-B, Bekasi, 17530"
